"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat quinquennal","Nombre"
2015,9,"Sant Andreu",61,"la Sagrera","Home","< 24 anys",15
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","< 24 anys",6
2015,9,"Sant Andreu",63,"Navas","Home","< 24 anys",9
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","< 24 anys",31
2015,10,"Sant Martí",65,"el Clot","Home","< 24 anys",21
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","< 24 anys",19
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","< 24 anys",6
2015,10,"Sant Martí",68,"el Poblenou","Home","< 24 anys",16
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","< 24 anys",12
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","< 24 anys",10
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","< 24 anys",12
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","< 24 anys",11
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","< 24 anys",11
2015,1,"Ciutat Vella",1,"el Raval","Home","25-29 anys",222
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","25-29 anys",119
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","25-29 anys",122
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","25-29 anys",137
2015,2,"Eixample",5,"el Fort Pienc","Home","25-29 anys",91
2015,2,"Eixample",6,"la Sagrada Família","Home","25-29 anys",154
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","25-29 anys",148
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","25-29 anys",192
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","25-29 anys",215
2015,2,"Eixample",10,"Sant Antoni","Home","25-29 anys",109
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","25-29 anys",123
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","25-29 anys",6
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","25-29 anys",48
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","25-29 anys",38
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","25-29 anys",64
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","25-29 anys",45
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","25-29 anys",77
2015,3,"Sants-Montjuïc",18,"Sants","Home","25-29 anys",147
2015,4,"Les Corts",19,"les Corts","Home","25-29 anys",117
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","25-29 anys",71
2015,4,"Les Corts",21,"Pedralbes","Home","25-29 anys",23
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","25-29 anys",14
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","25-29 anys",49
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","25-29 anys",24
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","25-29 anys",59
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","25-29 anys",100
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","25-29 anys",88
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","25-29 anys",51
2015,6,"Gràcia",29,"el Coll","Home","25-29 anys",19
2015,6,"Gràcia",30,"la Salut","Home","25-29 anys",42
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","25-29 anys",250
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","25-29 anys",102
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","25-29 anys",73
2015,7,"Horta-Guinardó",34,"Can Baró","Home","25-29 anys",35
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","25-29 anys",96
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","25-29 anys",17
2015,7,"Horta-Guinardó",37,"el Carmel","Home","25-29 anys",78
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","25-29 anys",33
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","25-29 anys",21
2015,7,"Horta-Guinardó",40,"Montbau","Home","25-29 anys",11
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","25-29 anys",5
2015,7,"Horta-Guinardó",42,"la Clota","Home","25-29 anys",1
2015,7,"Horta-Guinardó",43,"Horta","Home","25-29 anys",51
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","25-29 anys",39
2015,8,"Nou Barris",45,"Porta","Home","25-29 anys",38
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","25-29 anys",22
2015,8,"Nou Barris",47,"Can Peguera","Home","25-29 anys",7
2015,8,"Nou Barris",48,"la Guineueta","Home","25-29 anys",21
2015,8,"Nou Barris",49,"Canyelles","Home","25-29 anys",5
2015,8,"Nou Barris",50,"les Roquetes","Home","25-29 anys",25
2015,8,"Nou Barris",51,"Verdun","Home","25-29 anys",16
2015,8,"Nou Barris",52,"la Prosperitat","Home","25-29 anys",42
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","25-29 anys",12
2015,8,"Nou Barris",54,"Torre Baró","Home","25-29 anys",5
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","25-29 anys",14
2015,8,"Nou Barris",56,"Vallbona","Home","25-29 anys",1
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","25-29 anys",19
2015,9,"Sant Andreu",58,"Baró de Viver","Home","25-29 anys",3
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","25-29 anys",25
2015,9,"Sant Andreu",60,"Sant Andreu","Home","25-29 anys",106
2015,9,"Sant Andreu",61,"la Sagrera","Home","25-29 anys",56
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","25-29 anys",23
2015,9,"Sant Andreu",63,"Navas","Home","25-29 anys",37
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","25-29 anys",111
2015,10,"Sant Martí",65,"el Clot","Home","25-29 anys",72
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","25-29 anys",39
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","25-29 anys",11
2015,10,"Sant Martí",68,"el Poblenou","Home","25-29 anys",77
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","25-29 anys",27
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","25-29 anys",32
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","25-29 anys",46
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","25-29 anys",32
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","25-29 anys",33
2015,1,"Ciutat Vella",1,"el Raval","Home","30-34 anys",345
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","30-34 anys",166
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","30-34 anys",128
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","30-34 anys",258
2015,2,"Eixample",5,"el Fort Pienc","Home","30-34 anys",178
2015,2,"Eixample",6,"la Sagrada Família","Home","30-34 anys",256
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","30-34 anys",266
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","30-34 anys",291
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","30-34 anys",340
2015,2,"Eixample",10,"Sant Antoni","Home","30-34 anys",241
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","30-34 anys",242
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","30-34 anys",10
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","30-34 anys",118
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","30-34 anys",56
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","30-34 anys",96
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","30-34 anys",90
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","30-34 anys",118
2015,3,"Sants-Montjuïc",18,"Sants","Home","30-34 anys",237
2015,4,"Les Corts",19,"les Corts","Home","30-34 anys",213
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","30-34 anys",88
2015,4,"Les Corts",21,"Pedralbes","Home","30-34 anys",23
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","30-34 anys",7
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","30-34 anys",101
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","30-34 anys",37
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","30-34 anys",93
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","30-34 anys",195
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","30-34 anys",162
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","30-34 anys",65
2015,6,"Gràcia",29,"el Coll","Home","30-34 anys",34
2015,6,"Gràcia",30,"la Salut","Home","30-34 anys",77
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","30-34 anys",432
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","30-34 anys",199
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","30-34 anys",132
2015,7,"Horta-Guinardó",34,"Can Baró","Home","30-34 anys",59
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","30-34 anys",172
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","30-34 anys",33
2015,7,"Horta-Guinardó",37,"el Carmel","Home","30-34 anys",106
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","30-34 anys",50
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","30-34 anys",30
2015,7,"Horta-Guinardó",40,"Montbau","Home","30-34 anys",17
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","30-34 anys",15
2015,7,"Horta-Guinardó",42,"la Clota","Home","30-34 anys",4
2015,7,"Horta-Guinardó",43,"Horta","Home","30-34 anys",65
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","30-34 anys",75
2015,8,"Nou Barris",45,"Porta","Home","30-34 anys",95
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","30-34 anys",41
2015,8,"Nou Barris",47,"Can Peguera","Home","30-34 anys",10
2015,8,"Nou Barris",48,"la Guineueta","Home","30-34 anys",34
2015,8,"Nou Barris",49,"Canyelles","Home","30-34 anys",19
2015,8,"Nou Barris",50,"les Roquetes","Home","30-34 anys",51
2015,8,"Nou Barris",51,"Verdun","Home","30-34 anys",51
2015,8,"Nou Barris",52,"la Prosperitat","Home","30-34 anys",81
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","30-34 anys",23
2015,8,"Nou Barris",54,"Torre Baró","Home","30-34 anys",6
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","30-34 anys",24
2015,8,"Nou Barris",56,"Vallbona","Home","30-34 anys",9
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","30-34 anys",29
2015,9,"Sant Andreu",58,"Baró de Viver","Home","30-34 anys",9
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","30-34 anys",42
2015,9,"Sant Andreu",60,"Sant Andreu","Home","30-34 anys",221
2015,9,"Sant Andreu",61,"la Sagrera","Home","30-34 anys",88
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","30-34 anys",61
2015,9,"Sant Andreu",63,"Navas","Home","30-34 anys",79
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","30-34 anys",211
2015,10,"Sant Martí",65,"el Clot","Home","30-34 anys",110
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","30-34 anys",85
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","30-34 anys",26
2015,10,"Sant Martí",68,"el Poblenou","Home","30-34 anys",184
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","30-34 anys",102
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","30-34 anys",64
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","30-34 anys",84
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","30-34 anys",75
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","30-34 anys",72
2015,1,"Ciutat Vella",1,"el Raval","Home","35-39 anys",419
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","35-39 anys",161
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","35-39 anys",160
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","35-39 anys",255
2015,2,"Eixample",5,"el Fort Pienc","Home","35-39 anys",199
2015,2,"Eixample",6,"la Sagrada Família","Home","35-39 anys",258
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","35-39 anys",309
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","35-39 anys",258
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","35-39 anys",335
2015,2,"Eixample",10,"Sant Antoni","Home","35-39 anys",290
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","35-39 anys",266
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","35-39 anys",5
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","35-39 anys",126
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","35-39 anys",66
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","35-39 anys",103
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","35-39 anys",83
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","35-39 anys",139
2015,3,"Sants-Montjuïc",18,"Sants","Home","35-39 anys",223
2015,4,"Les Corts",19,"les Corts","Home","35-39 anys",194
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","35-39 anys",95
2015,4,"Les Corts",21,"Pedralbes","Home","35-39 anys",33
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","35-39 anys",18
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","35-39 anys",108
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","35-39 anys",37
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","35-39 anys",103
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","35-39 anys",162
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","35-39 anys",166
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","35-39 anys",102
2015,6,"Gràcia",29,"el Coll","Home","35-39 anys",46
2015,6,"Gràcia",30,"la Salut","Home","35-39 anys",66
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","35-39 anys",430
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","35-39 anys",193
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","35-39 anys",156
2015,7,"Horta-Guinardó",34,"Can Baró","Home","35-39 anys",52
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","35-39 anys",177
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","35-39 anys",37
2015,7,"Horta-Guinardó",37,"el Carmel","Home","35-39 anys",153
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","35-39 anys",64
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","35-39 anys",30
2015,7,"Horta-Guinardó",40,"Montbau","Home","35-39 anys",28
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","35-39 anys",14
2015,7,"Horta-Guinardó",42,"la Clota","Home","35-39 anys",7
2015,7,"Horta-Guinardó",43,"Horta","Home","35-39 anys",110
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","35-39 anys",113
2015,8,"Nou Barris",45,"Porta","Home","35-39 anys",124
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","35-39 anys",50
2015,8,"Nou Barris",47,"Can Peguera","Home","35-39 anys",22
2015,8,"Nou Barris",48,"la Guineueta","Home","35-39 anys",48
2015,8,"Nou Barris",49,"Canyelles","Home","35-39 anys",19
2015,8,"Nou Barris",50,"les Roquetes","Home","35-39 anys",80
2015,8,"Nou Barris",51,"Verdun","Home","35-39 anys",59
2015,8,"Nou Barris",52,"la Prosperitat","Home","35-39 anys",119
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","35-39 anys",40
2015,8,"Nou Barris",54,"Torre Baró","Home","35-39 anys",16
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","35-39 anys",33
2015,8,"Nou Barris",56,"Vallbona","Home","35-39 anys",19
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","35-39 anys",56
2015,9,"Sant Andreu",58,"Baró de Viver","Home","35-39 anys",24
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","35-39 anys",67
2015,9,"Sant Andreu",60,"Sant Andreu","Home","35-39 anys",283
2015,9,"Sant Andreu",61,"la Sagrera","Home","35-39 anys",124
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","35-39 anys",49
2015,9,"Sant Andreu",63,"Navas","Home","35-39 anys",95
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","35-39 anys",213
2015,10,"Sant Martí",65,"el Clot","Home","35-39 anys",137
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","35-39 anys",127
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","35-39 anys",53
2015,10,"Sant Martí",68,"el Poblenou","Home","35-39 anys",249
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","35-39 anys",132
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","35-39 anys",95
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","35-39 anys",133
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","35-39 anys",107
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","35-39 anys",87
2015,1,"Ciutat Vella",1,"el Raval","Home","40-44 anys",346
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","40-44 anys",145
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","40-44 anys",120
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","40-44 anys",242
2015,2,"Eixample",5,"el Fort Pienc","Home","40-44 anys",154
2015,2,"Eixample",6,"la Sagrada Família","Home","40-44 anys",254
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","40-44 anys",263
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","40-44 anys",263
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","40-44 anys",316
2015,2,"Eixample",10,"Sant Antoni","Home","40-44 anys",219
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","40-44 anys",239
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","40-44 anys",9
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","40-44 anys",142
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","40-44 anys",61
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","40-44 anys",85
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","40-44 anys",95
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","40-44 anys",125
2015,3,"Sants-Montjuïc",18,"Sants","Home","40-44 anys",203
2015,4,"Les Corts",19,"les Corts","Home","40-44 anys",176
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","40-44 anys",83
2015,4,"Les Corts",21,"Pedralbes","Home","40-44 anys",24
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","40-44 anys",19
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","40-44 anys",93
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","40-44 anys",39
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","40-44 anys",88
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","40-44 anys",166
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","40-44 anys",142
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","40-44 anys",93
2015,6,"Gràcia",29,"el Coll","Home","40-44 anys",45
2015,6,"Gràcia",30,"la Salut","Home","40-44 anys",58
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","40-44 anys",364
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","40-44 anys",170
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","40-44 anys",127
2015,7,"Horta-Guinardó",34,"Can Baró","Home","40-44 anys",56
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","40-44 anys",192
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","40-44 anys",48
2015,7,"Horta-Guinardó",37,"el Carmel","Home","40-44 anys",174
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","40-44 anys",61
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","40-44 anys",33
2015,7,"Horta-Guinardó",40,"Montbau","Home","40-44 anys",24
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","40-44 anys",17
2015,7,"Horta-Guinardó",42,"la Clota","Home","40-44 anys",8
2015,7,"Horta-Guinardó",43,"Horta","Home","40-44 anys",121
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","40-44 anys",103
2015,8,"Nou Barris",45,"Porta","Home","40-44 anys",137
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","40-44 anys",58
2015,8,"Nou Barris",47,"Can Peguera","Home","40-44 anys",15
2015,8,"Nou Barris",48,"la Guineueta","Home","40-44 anys",52
2015,8,"Nou Barris",49,"Canyelles","Home","40-44 anys",19
2015,8,"Nou Barris",50,"les Roquetes","Home","40-44 anys",90
2015,8,"Nou Barris",51,"Verdun","Home","40-44 anys",62
2015,8,"Nou Barris",52,"la Prosperitat","Home","40-44 anys",114
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","40-44 anys",32
2015,8,"Nou Barris",54,"Torre Baró","Home","40-44 anys",14
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","40-44 anys",46
2015,8,"Nou Barris",56,"Vallbona","Home","40-44 anys",12
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","40-44 anys",50
2015,9,"Sant Andreu",58,"Baró de Viver","Home","40-44 anys",23
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","40-44 anys",56
2015,9,"Sant Andreu",60,"Sant Andreu","Home","40-44 anys",290
2015,9,"Sant Andreu",61,"la Sagrera","Home","40-44 anys",111
